metric_category,name,year,metric_name,value,units,additional_notes,,,,,,,
Environmental,Air Liquide,2024,Avoided emissions to improve customers' energy footprint,8119,ktons CO2-eq,"(a), * Metric verified by independent verifier",,,,,,,
Environmental,Air Liquide,2023,Avoided emissions to improve customers' energy footprint,8180,ktons CO2-eq,(a),,,,,,,
Environmental,Air Liquide,2022,Avoided emissions to improve customers' energy footprint,10065,ktons CO2-eq,(a),,,,,,,
Environmental,Air Liquide,2021,Avoided emissions to improve customers' energy footprint,11827,ktons CO2-eq,(a),,,,,,,
Environmental,Air Liquide,2020,Avoided emissions to improve customers' energy footprint,11200,ktons CO2-eq,(a),,,,,,,
Environmental,Air Liquide,2024,Total avoided emissions,12482,ktons CO2-eq,"(a), * Metric verified by independent verifier",,,,,,,
Environmental,Air Liquide,2023,Total avoided emissions,12204,ktons CO2-eq,(a),,,,,,,
Environmental,Air Liquide,2022,Total avoided emissions,13265,ktons CO2-eq,(a),,,,,,,
Environmental,Air Liquide,2021,Total avoided emissions,15134,ktons CO2-eq,(a),,,,,,,
Environmental,Air Liquide,2020,Total avoided emissions,14800,ktons CO2-eq,(a),,,,,,,
Environmental,Air Liquide,2024,Avoided emissions from H2 usage for desulfurization,58400,ktons CO2-eq,* Metric verified by independent verifier,,,,,,,
Environmental,Air Liquide,2023,Avoided emissions from H2 usage for desulfurization,64900,ktons CO2-eq,,,,,,,,
Environmental,Air Liquide,2022,Avoided emissions from H2 usage for desulfurization,64067,ktons CO2-eq,,,,,,,,
Environmental,Air Liquide,2021,Avoided emissions from H2 usage for desulfurization,64200,ktons CO2-eq,,,,,,,,
Environmental,Air Liquide,2020,Avoided emissions from H2 usage for desulfurization,62300,ktons CO2-eq,,,,,,,,
Environmental,Air Liquide,2024,Total avoided emissions including End-Use,70882,ktons CO2-eq,* Metric verified by independent verifier,,,,,,,
Environmental,Air Liquide,2023,Total avoided emissions including End-Use,77104,ktons CO2-eq,,,,,,,,
Environmental,Air Liquide,2022,Total avoided emissions including End-Use,77332,ktons CO2-eq,,,,,,,,
Environmental,Air Liquide,2021,Total avoided emissions including End-Use,79334,ktons CO2-eq,,,,,,,,
Environmental,Air Liquide,2020,Total avoided emissions including End-Use,77100,ktons CO2-eq,,,,,,,,
Social,Air Liquide,2024,Number of lost-time accidents (at least one day's absence) for Group employees and temporary workers,86,Number,"(a), * Metric verified by independent verifier",,,,,,,
Social,Air Liquide,2023,Number of lost-time accidents (at least one day's absence) for Group employees and temporary workers,129,Number,(a),,,,,,,
Social,Air Liquide,2022,Number of lost-time accidents (at least one day's absence) for Group employees and temporary workers,123,Number,(a),,,,,,,
Social,Air Liquide,2021,Number of lost-time accidents (at least one day's absence) for Group employees and temporary workers,138,Number,(a),,,,,,,
Social,Air Liquide,2020,Number of lost-time accidents (at least one day's absence) for Group employees and temporary workers,108,Number,"(a), (f)",,,,,,,
Social,Air Liquide,2024,Accident frequency rate for Group employees and temporary workers,0.7,Number,"(b), * Metric verified by independent verifier",,,,,,,
Social,Air Liquide,2023,Accident frequency rate for Group employees and temporary workers,1,Number,(b),,,,,,,
Social,Air Liquide,2022,Accident frequency rate for Group employees and temporary workers,0.9,Number,(b),,,,,,,
Social,Air Liquide,2021,Accident frequency rate for Group employees and temporary workers,1.1,Number,(b),,,,,,,
Social,Air Liquide,2020,Accident frequency rate for Group employees and temporary workers,0.9,Number,"(b), (f)",,,,,,,
Social,Air Liquide,2024,Number of accidents for subcontractors,51,Number,"(d), (e), * Metric verified by independent verifier",,,,,,,
Social,Air Liquide,2023,Number of accidents for subcontractors,62,Number,"(d), (e)",,,,,,,
Social,Air Liquide,2022,Number of accidents for subcontractors,73,Number,"(d), (e)",,,,,,,
Social,Air Liquide,2021,Number of accidents for subcontractors,83,Number,"(d), (e)",,,,,,,
Social,Air Liquide,2020,Number of accidents for subcontractors,67,Number,"(d), (e), (f)",,,,,,,
Social,Air Liquide,2024,Accident frequency rate for subcontractors,1.1,Number,* Metric verified by independent verifier,,,,,,,
Social,Air Liquide,2023,Accident frequency rate for subcontractors,1.3,Number,,,,,,,,
Social,Air Liquide,2022,Accident frequency rate for subcontractors,1.5,Number,,,,,,,,
Social,Air Liquide,2021,Accident frequency rate for subcontractors,1.6,Number,,,,,,,,
Social,Air Liquide,2020,Accident frequency rate for subcontractors,1.4,Number,(f),,,,,,,
Social,Air Liquide,2024,% of women in management and professional staff,33.1,%,(a), * Metric verified by independent verifier,,,,,,
Social,Air Liquide,2023,% of women in management and professional staff,32,%,(a),,,,,,,
Social,Air Liquide,2022,% of women in management and professional staff,31.5,%,,,,,,,,
Social,Air Liquide,2021,% of women in management and professional staff,31,%,,,,,,,,
Social,Air Liquide,2020,% of women in management and professional staff,30,%,,,,,,,,
Social,Air Liquide,2024,% of women in senior management,23.7,%,* Metric verified by independent verifier,,,,,,,
Social,Air Liquide,2023,% of women in senior management,24.7,%,,,,,,,,
Social,Air Liquide,2022,% of women in senior management,24.8,%,,,,,,,,
Social,Air Liquide,2021,% of women in senior management,24,%,,,,,,,,
Social,Air Liquide,2020,% of women in senior management,21,%,,,,,,,,
Environment,Alibaba Group,2024,GHG Emissions Scope 1,1359300,tonnes of CO2e,Location-based,,,,,,,
Environment,Alibaba Group,2023,GHG Emissions Scope 1,1260800,tonnes of CO2e,Location-based,,,,,,,
Environment,Alibaba Group,2022,GHG Emissions Scope 1,1033200,tonnes of CO2e,Location-based,,,,,,,
Environment,Alibaba Group,2024,GHG Emissions Scope 2,13098700,tonnes of CO2e,Location-based,,,,,,,
Environment,Alibaba Group,2023,GHG Emissions Scope 2,12883300,tonnes of CO2e,Location-based,,,,,,,
Environment,Alibaba Group,2022,GHG Emissions Scope 2,11216500,tonnes of CO2e,Location-based,,,,,,,
Environment,Alibaba Group,2024,GHG Emissions Scope 3,12423100,tonnes of CO2e,Location-based,,,,,,,
Environment,Alibaba Group,2023,GHG Emissions Scope 3,12501600,tonnes of CO2e,Location-based,,,,,,,
Environment,Alibaba Group,2022,GHG Emissions Scope 3,12681500,tonnes of CO2e,Location-based,,,,,,,
Environment,Alibaba Group,2024,GHG Emissions Scope 3 (Market-based),15714700,tonnes of CO2e,Market-based,,,,,,,
Environment,Alibaba Group,2023,GHG Emissions Scope 3 (Market-based),15291200,tonnes of CO2e,Market-based,,,,,,,
Environment,Alibaba Group,2024,GHG Emissions Scope 3+,37184700,tonnes of CO2e,Location-based,,,,,,,
Environment,Alibaba Group,2023,GHG Emissions Scope 3+,35738600,tonnes of CO2e,Location-based,,,,,,,
Environment,Alibaba Group,2024,Total Energy Consumption,54290700,MWh,,,,,,,,
Environment,Alibaba Group,2023,Total Energy Consumption,52627400,MWh,,,,,,,,
Environment,Alibaba Group,2022,Total Energy Consumption,47125700,MWh,,,,,,,,
Environment,Alibaba Group,2024,Total Electricity Consumption,48822900,MWh,,,,,,,,
Environment,Alibaba Group,2023,Total Electricity Consumption,47391700,MWh,,,,,,,,
Environment,Alibaba Group,2022,Total Electricity Consumption,42065300,MWh,,,,,,,,
Environment,Alibaba Group,2024,Purchased renewable electricity,5801400,MWh,,,,,,,,
Environment,Alibaba Group,2023,Purchased renewable electricity,4819700,MWh,,,,,,,,
Environment,Alibaba Group,2022,Purchased renewable electricity,3086300,MWh,,,,,,,,
Environment,Alibaba Group,2024,Renewable energy usage rate,11.9,%,,,,,,,,
Environment,Alibaba Group,2023,Renewable energy usage rate,10.2,%,,,,,,,,
Environment,Alibaba Group,2022,Renewable energy usage rate,7.3,%,,,,,,,,
Environment,Alibaba Group,2024,Total Water Consumption,22500000,tonnes,,,,,,,,
Environment,Alibaba Group,2023,Total Water Consumption,23510000,tonnes,,,,,,,,
Environment,Alibaba Group,2022,Total Water Consumption,22940000,tonnes,,,,,,,,
Environment,Alibaba Group,2024,Total Non-hazardous Waste,139989,tonnes,,,,,,,,
Environment,Alibaba Group,2023,Total Non-hazardous Waste,124806,tonnes,,,,,,,,
Environment,Alibaba Group,2022,Total Non-hazardous Waste,117604,tonnes,,,,,,,,
Environment,Alibaba Group,2024,Total Hazardous Waste,58.8,tonnes,,,,,,,,
Environment,Alibaba Group,2023,Total Hazardous Waste,39.4,tonnes,,,,,,,,
Environment,Alibaba Group,2022,Total Hazardous Waste,47.9,tonnes,,,,,,,,
Social,Alibaba Group,2024,Total Employees,204891,Count,As of March 31,,,,,,,
Social,Alibaba Group,2023,Total Employees,220412,Count,As of March 31,,,,,,,
Social,Alibaba Group,2022,Total Employees,254941,Count,As of March 31,,,,,,,
Social,Alibaba Group,2024,Female employees representation,37,%,,,,,,,,
Social,Alibaba Group,2023,Female employees representation,36,%,,,,,,,,
Social,Alibaba Group,2022,Female employees representation,36,%,,,,,,,,
Social,Alibaba Group,2024,Female employees in management (Director level and above),29,%,,,,,,,,
Social,Alibaba Group,2023,Female employees in management (Director level and above),28,%,,,,,,,,
Social,Alibaba Group,2022,Female employees in management (Director level and above),28,%,,,,,,,,
Social,Alibaba Group,2024,Total voluntary employee turnover rate,6.5,%,,,,,,,,
Social,Alibaba Group,2023,Total voluntary employee turnover rate,8.3,%,,,,,,,,
Social,Alibaba Group,2024,Total training hours,8165000,Hours,,,,,,,,
Social,Alibaba Group,2023,Total training hours,9577000,Hours,,,,,,,,
Social,Alibaba Group,2022,Total training hours,10515000,Hours,,,,,,,,
Social,Alibaba Group,2024,Average training hours per employee,39.9,Hours,,,,,,,,
Social,Alibaba Group,2023,Average training hours per employee,43.5,Hours,,,,,,,,
Social,Alibaba Group,2022,Average training hours per employee,41.2,Hours,,,,,,,,
Social,Alibaba Group,2024,Lost Time Injury Rate (LTIR),0.48,Count,Per 200,000 hours worked,,,,,,
Social,Alibaba Group,2023,Lost Time Injury Rate (LTIR),0.41,Count,Per 200,000 hours worked,,,,,,
Social,Alibaba Group,2022,Lost Time Injury Rate (LTIR),0.38,Count,Per 200,000 hours worked,,,,,,
Social,Alibaba Group,2024,Number of fatal work injuries,0,Count,,,,,,,,
Social,Alibaba Group,2023,Number of fatal work injuries,0,Count,,,,,,,,
Social,Alibaba Group,2022,Number of fatal work injuries,0,Count,,,,,,,,
Governance,Alibaba Group,2024,Independent directors representation,50,%,Out of 10 directors,,,,,,,
Governance,Alibaba Group,2023,Independent directors representation,50,%,Out of 10 directors,,,,,,,
Governance,Alibaba Group,2022,Independent directors representation,50,%,Out of 10 directors,,,,,,,
Governance,Alibaba Group,2024,Female directors representation,30,%,,,,,,,,
Governance,Alibaba Group,2023,Female directors representation,30,%,,,,,,,,
Governance,Alibaba Group,2022,Female directors representation,30,%,,,,,,,,
Governance,Alibaba Group,2024,Training coverage on anti-corruption (Directors and senior management),100,%,,,,,,,,
Governance,Alibaba Group,2023,Training coverage on anti-corruption (Directors and senior management),100,%,,,,,,,,
Governance,Alibaba Group,2022,Training coverage on anti-corruption (Directors and senior management),100,%,,,,,,,,
Governance,Alibaba Group,2024,Training coverage on anti-corruption (Relevant employees),99.4,%,,,,,,,,
Governance,Alibaba Group,2023,Training coverage on anti-corruption (Relevant employees),99.7,%,,,,,,,,
Governance,Alibaba Group,2022,Training coverage on anti-corruption (Relevant employees),99.7,%,,,,,,,,
Carbon,Amazon's Carbon Footprint,2019,Total Emissions (MMT CO₂e),51.17,MMT CO₂e,MMT CO₂e is Million metric tons carbon dioxide equivalent,,,,,,,
Carbon,Amazon's Carbon Footprint,2020,Total Emissions (MMT CO₂e),60.64,MMT CO₂e,MMT CO₂e is Million metric tons carbon dioxide equivalent,,,,,,,
Carbon,Amazon's Carbon Footprint,2021,Total Emissions (MMT CO₂e),71.54,MMT CO₂e,MMT CO₂e is Million metric tons carbon dioxide equivalent,,,,,,,
Carbon,Amazon's Carbon Footprint,2022,Total Emissions (MMT CO₂e),65.1,MMT CO₂e,MMT CO₂e is Million metric tons carbon dioxide equivalent. Carbon Methodology updated.,,,,,,,
Carbon,Amazon's Carbon Footprint,2023,Total Emissions (MMT CO₂e),64.38,MMT CO₂e,MMT CO₂e is Million metric tons carbon dioxide equivalent. Carbon Methodology updated.,,,,,,,
Carbon,Amazon's Carbon Footprint,2024,Total Emissions (MMT CO₂e),68.25,MMT CO₂e,MMT CO₂e is Million metric tons carbon dioxide equivalent. Carbon Methodology updated.,,,,,,,
Carbon,Amazon's Carbon Footprint,2019,Direct Emissions (MMT CO₂e),5.76,MMT CO₂e,Scope 1 emissions,,,,,,,
Carbon,Amazon's Carbon Footprint,2020,Direct Emissions (MMT CO₂e),9.62,MMT CO₂e,Scope 1 emissions,,,,,,,
Carbon,Amazon's Carbon Footprint,2021,Direct Emissions (MMT CO₂e),12.11,MMT CO₂e,Scope 1 emissions,,,,,,,
Carbon,Amazon's Carbon Footprint,2022,Direct Emissions (MMT CO₂e),13.02,MMT CO₂e,Scope 1 emissions. Carbon Methodology updated.,,,,,,,
Carbon,Amazon's Carbon Footprint,2023,Direct Emissions (MMT CO₂e),14.22,MMT CO₂e,Scope 1 emissions. Carbon Methodology updated.,,,,,,,
Carbon,Amazon's Carbon Footprint,2024,Direct Emissions (MMT CO₂e),15.13,MMT CO₂e,Scope 1 emissions. Carbon Methodology updated.,,,,,,,
Carbon,Amazon's Carbon Footprint,2019,Indirect Emissions from Purchased Electricity (MMT CO₂e),5.5,MMT CO₂e,Scope 2 emissions (market-based method),,,,,,,
Carbon,Amazon's Carbon Footprint,2020,Indirect Emissions from Purchased Electricity (MMT CO₂e),5.27,MMT CO₂e,Scope 2 emissions (market-based method),,,,,,,
Carbon,Amazon's Carbon Footprint,2021,Indirect Emissions from Purchased Electricity (MMT CO₂e),4.07,MMT CO₂e,Scope 2 emissions (market-based method),,,,,,,
Carbon,Amazon's Carbon Footprint,2022,Indirect Emissions from Purchased Electricity (MMT CO₂e),3.06,MMT CO₂e,Scope 2 emissions (market-based method). Carbon Methodology updated.,,,,,,,
Carbon,Amazon's Carbon Footprint,2023,Indirect Emissions from Purchased Electricity (MMT CO₂e),2.76,MMT CO₂e,Scope 2 emissions (market-based method). Carbon Methodology updated.,,,,,,,
Carbon,Amazon's Carbon Footprint,2024,Indirect Emissions from Purchased Electricity (MMT CO₂e),2.8,MMT CO₂e,Scope 2 emissions (market-based method). Carbon Methodology updated.,,,,,,,
Carbon,Amazon's Carbon Footprint,2019,Indirect Emissions from Other Sources (MMT CO₂e),39.91,MMT CO₂e,Scope 3 emissions (market-based method),,,,,,,
Carbon,Amazon's Carbon Footprint,2020,Indirect Emissions from Other Sources (MMT CO₂e),45.75,MMT CO₂e,Scope 3 emissions (market-based method),,,,,,,
Carbon,Amazon's Carbon Footprint,2021,Indirect Emissions from Other Sources (MMT CO₂e),55.36,MMT CO₂e,Scope 3 emissions (market-based method),,,,,,,
Carbon,Amazon's Carbon Footprint,2022,Indirect Emissions from Other Sources (MMT CO₂e),49.02,MMT CO₂e,Scope 3 emissions (market-based method). Carbon Methodology updated.,,,,,,,
Carbon,Amazon's Carbon Footprint,2023,Indirect Emissions from Other Sources (MMT CO₂e),47.4,MMT CO₂e,Scope 3 emissions (market-based method). Carbon Methodology updated.,,,,,,,
Carbon,Amazon's Carbon Footprint,2024,Indirect Emissions from Other Sources (MMT CO₂e),50.32,MMT CO₂e,Scope 3 emissions (market-based method). Carbon Methodology updated.,,,,,,,
Carbon,Amazon's Carbon Footprint,2019,Carbon Intensity (gCO₂e/$GMS),122.8,gCO₂e/$GMS,gCO₂e/$GMS is Grams of carbon dioxide equivalent per dollar of gross merchandise sales,,,,,,,
Carbon,Amazon's Carbon Footprint,2020,Carbon Intensity (gCO₂e/$GMS),102.7,gCO₂e/$GMS,gCO₂e/$GMS is Grams of carbon dioxide equivalent per dollar of gross merchandise sales,,,,,,,
Carbon,Amazon's Carbon Footprint,2021,Carbon Intensity (gCO₂e/$GMS),100.8,gCO₂e/$GMS,gCO₂e/$GMS is Grams of carbon dioxide equivalent per dollar of gross merchandise sales,,,,,,,
Carbon,Amazon's Carbon Footprint,2022,Carbon Intensity (gCO₂e/$GMS),85.7,gCO₂e/$GMS,gCO₂e/$GMS is Grams of carbon dioxide equivalent per dollar of gross merchandise sales. Carbon Methodology updated.,,,,,,,
Carbon,Amazon's Carbon Footprint,2023,Carbon Intensity (gCO₂e/$GMS),75.6,gCO₂e/$GMS,gCO₂e/$GMS is Grams of carbon dioxide equivalent per dollar of gross merchandise sales. Carbon Methodology updated.,,,,,,,
Carbon,Amazon's Carbon Footprint,2024,Carbon Intensity (gCO₂e/$GMS),72.6,gCO₂e/$GMS,gCO₂e/$GMS is Grams of carbon dioxide equivalent per dollar of gross merchandise sales. Carbon Methodology updated.,,,,,,,
Packaging,Delivery Packaging - Global Breakdown,2023,Ships in Product Packaging,12,%,,,,,,,,
Packaging,Delivery Packaging - Global Breakdown,2024,Ships in Product Packaging,12,%,,,,,,,,
Packaging,Delivery Packaging - Global Breakdown,2023,Flexibles - Plastic or Paper,50,%,,,,,,,,
Packaging,Delivery Packaging - Global Breakdown,2024,Flexibles - Plastic or Paper,50,%,,,,,,,,
Packaging,Delivery Packaging - Global Breakdown,2023,Carboard Boxes,38,%,,,,,,,,
Packaging,Delivery Packaging - Global Breakdown,2024,Carboard Boxes,38,%,,,,,,,,
Packaging,Delivery Packaging - Europe,2023,Ships in Product Packaging,9,%,,,,,,,,
Packaging,Delivery Packaging - Europe,2024,Ships in Product Packaging,10,%,,,,,,,,
Packaging,Delivery Packaging - Europe,2023,Flexibles - Plastic or Paper,47,%,,,,,,,,
Packaging,Delivery Packaging - Europe,2024,Flexibles - Plastic or Paper,49,%,,,,,,,,
Packaging,Delivery Packaging - Europe,2023,Carboard Boxes,44,%,,,,,,,,
Packaging,Delivery Packaging - Europe,2024,Carboard Boxes,41,%,,,,,,,,
Packaging,Delivery Packaging - North America,2023,Ships in Product Packaging,13,%,,,,,,,,
Packaging,Delivery Packaging - North America,2024,Ships in Product Packaging,13,%,,,,,,,,
Packaging,Delivery Packaging - North America,2023,Flexibles - Plastic or Paper,51,%,,,,,,,,
Packaging,Delivery Packaging - North America,2024,Flexibles - Plastic or Paper,50,%,,,,,,,,
Packaging,Delivery Packaging - North America,2023,Carboard Boxes,36,%,,,,,,,,
Packaging,Delivery Packaging - North America,2024,Carboard Boxes,37,%,,,,,,,,
Packaging,Delivery Packaging - Rest of World,2023,Ships in Product Packaging,8,%,,,,,,,,
Packaging,Delivery Packaging - Rest of World,2024,Ships in Product Packaging,6,%,,,,,,,,
Packaging,Delivery Packaging - Rest of World,2023,Flexibles - Plastic or Paper,53,%,,,,,,,,
Packaging,Delivery Packaging - Rest of World,2024,Flexibles - Plastic or Paper,58,%,,,,,,,,
Packaging,Delivery Packaging - Rest of World,2023,Carboard Boxes,39,%,,,,,,,,
Packaging,Delivery Packaging - Rest of World,2024,Carboard Boxes,35,%,,,,,,,,
Responsible Supply Chain,Supplier Audits by Type,N/A,Initial Audit,39.9,%,,,,,,,,
Responsible Supply Chain,Supplier Audits by Type,N/A,Maintenance Audit,46.6,%,,,,,,,,
Responsible Supply Chain,Supplier Audits by Type,N/A,Verification Audit,13.5,%,,,,,,,,
Responsible Supply Chain,Labor Rights - Freedom of Association,2022,Medium-Level Findings,0.2,%,2022/2023: manufacturing audits only. 2024: expanded scope including third-party labor, service, and not-for-resale goods providers.,,,,,
Responsible Supply Chain,Labor Rights - Freedom of Association,2023,Medium-Level Findings,0.2,%,2022/2023: manufacturing audits only. 2024: expanded scope including third-party labor, service, and not-for-resale goods providers.,,,,,
